name,terminology,code,term
Diagnosis,IPCCC,040800,Pulmonary vein abnormality
Diagnosis,IPCCC,040802,Congenital atresia of pulmonary vein(s)
Diagnosis,IPCCC,040804,Congenital anomaly of pulmonary vein(s)
Diagnosis,IPCCC,040805,Totally anomalous pulmonary venous connection
Diagnosis,IPCCC,040806,Obstructed pulmonary venous pathway or connection
Diagnosis,IPCCC,040807,Anomalous pulmonary venous connection
Diagnosis,IPCCC,040810,Total anomalous pulmonary venous connection of the cardiac type
Diagnosis,IPCCC,040820,Total anomalous pulmonary venous connection of the infracardiac type
Diagnosis,IPCCC,040830,Total anomalous pulmonary venous connection of the mixed type
Diagnosis,IPCCC,040831,Congenital pulmonary venous stenosis and-or hypoplasia
Diagnosis,IPCCC,040891,Pulmonary vein stenosis
Diagnosis,IPCCC,050100,Right atrial abnormality
Diagnosis,IPCCC,050106,Left-sided juxtaposition of the atrial appendages
Diagnosis,IPCCC,050112,Congenital giant right atrium
Diagnosis,IPCCC,050113,Congenital anomaly of right atrium
Diagnosis,IPCCC,050121,Divided right atrium (obstructive Eustachian valve) (cor triatriatum dexter)
Diagnosis,IPCCC,050200,Left atrial abnormality
Diagnosis,IPCCC,050201,Divided left atrium (cor triatriatum)
Diagnosis,IPCCC,050202,Supravalvar or intravalvar mitral ring
Diagnosis,IPCCC,050204,Right-sided juxtaposition of the atrial appendages
Diagnosis,IPCCC,050211,Congenital anomaly of left atrium
Diagnosis,IPCCC,050300,Atrial septum abnormality
Diagnosis,IPCCC,050301,Patent foramen ovale (PFO)
Diagnosis,IPCCC,050303,Aneurysm of the atrial septum
Diagnosis,IPCCC,050310,Intact atrial septum (no interatrial communication)
Diagnosis,IPCCC,050401,Interatrial communication ('ASD')
Diagnosis,IPCCC,050402,Atrial septal defect (ASD) within oval fossa (secundum)
Diagnosis,IPCCC,050403,Spontaneous closure of atrial septal defect (ASD) within oval fossa (secundum)
Diagnosis,IPCCC,050500,Sinus venosus defect (ASD)
Diagnosis,IPCCC,050503,Interatrial communication (ASD) through coronary sinus orifice
Diagnosis,IPCCC,050601,Common atrium (virtual absence of atrial septum)
Diagnosis,IPCCC,050602,Common atrium with separate atrioventicular junctions
Diagnosis,IPCCC,050603,Common atrium with common atrioventicular junction
Diagnosis,IPCCC,050604,"Restrictive interatrial communication or intact atrial septum when an interatrial shunt is physiologically necessary,"
Diagnosis,IPCCC,050701,"Congenital anomaly of atrial septum,"
Diagnosis,IPCCC,060100,Tricuspid valvar abnormality
Diagnosis,IPCCC,060101,Tricuspid atresia
Diagnosis,IPCCC,060102,Tricuspid atresia with imperforate tricuspid valve
Diagnosis,IPCCC,060103,Dysplasia of tricuspid valve
Diagnosis,IPCCC,060104,Tricuspid annular hypoplasia
Diagnosis,IPCCC,060105,Overriding tricuspid valve
Diagnosis,IPCCC,060107,Congenital tricuspid valvar stenosis
Diagnosis,IPCCC,060109,Straddling tricuspid valve
Diagnosis,IPCCC,060111,Congenital anomaly of tricuspid valve
Diagnosis,IPCCC,060125,Congenital tricuspid regurgitation
Diagnosis,IPCCC,060126,Tricuspid atresia with absent valvar annulus (connection-junction)
Diagnosis,IPCCC,060134,Ebstein malformation of tricuspid valve
Diagnosis,IPCCC,060191,Tricuspid regurgitation
Diagnosis,IPCCC,060192,Tricuspid stenosis
Diagnosis,IPCCC,060200,Mitral valvar abnormality
Diagnosis,IPCCC,060201,Mitral atresia
Diagnosis,IPCCC,060202,Mitral atresia with imperforate mitral valve
Diagnosis,IPCCC,060203,Dysplasia of mitral valve
Diagnosis,IPCCC,060204,Mitral annular hypoplasia
Diagnosis,IPCCC,060205,Overriding mitral valve
Diagnosis,IPCCC,060207,Congenital mitral valvar stenosis
Diagnosis,IPCCC,060209,Straddling mitral valve
Diagnosis,IPCCC,060211,Congenital anomaly of mitral valve
Diagnosis,IPCCC,060212,Mitral subvalvar apparatus abnormality
Diagnosis,IPCCC,060213,Mitral subvalvar stenosis
Diagnosis,IPCCC,060221,Congenital anomaly of mitral subvalvar apparatus
Diagnosis,IPCCC,060222,Congenital mitral subvalvar stenosis
Diagnosis,IPCCC,060225,Congenital mitral regurgitation
Diagnosis,IPCCC,060226,Mitral atresia with absent valvar annulus (connection-junction)
Diagnosis,IPCCC,060235,Mitral valvar prolapse
Diagnosis,IPCCC,060236,True cleft of anterior mitral leaflet (without atrioventricular septal defect)
Diagnosis,IPCCC,060256,Parachute malformation of mitral valve
Diagnosis,IPCCC,060272,Congenital mitral valvar prolapse
Diagnosis,IPCCC,060291,Mitral regurgitation
Diagnosis,IPCCC,060292,Mitral stenosis
Diagnosis,IPCCC,060293,Mitral valve stenosis
Diagnosis,IPCCC,060311,Congenital anomaly of right-sided atrioventricular valve in double inlet ventricle
Diagnosis,IPCCC,060411,Congenital anomaly of left-sided atrioventricular valve in double inlet ventricle
Diagnosis,IPCCC,060501,Atypical atrioventricular valve in atrioventricular septal defect (AVSD)
Diagnosis,IPCCC,060506,Atrioventricular septal defect (AVSD) atrioventricular valvar regurgitation
Diagnosis,IPCCC,060514,Atypical common atrioventricular valve
Diagnosis,IPCCC,060525,"Double orifice of left ventricular component of common atrioventricular valve (left atrioventricular valve),"
Diagnosis,IPCCC,060560,"Common atrioventricular valvar regurgitation,"
Diagnosis,IPCCC,060571,"Atypical right ventricular component of common atrioventricular valve (right atrioventricular valve),"
Diagnosis,IPCCC,060572,"Atypical left ventricular component of common atrioventricular valve (left atrioventricular valve),"
Diagnosis,IPCCC,060598,Deficient mural leaflet of left ventricular component of common atrioventricular valve (left atrioventricular valve)
Diagnosis,IPCCC,060600,Atrioventricular septal defect (AVSD)
Diagnosis,IPCCC,060601,Atrioventricular septal defect with communication at the atrial level only (primum atrial septal defect) (partial atrioventricular canal defect)
Diagnosis,IPCCC,060608,Atrioventricular septal defect with communication at the ventricular level only (atrioventricular canal defect with isolated ventricular communication)
Diagnosis,IPCCC,060609,Atrioventricular septal defect (atrioventricular canal defect) with communication at atrial level and unrestrictive communication at ventricular level (Complete atrioventricular septal defect)
Diagnosis,IPCCC,060610,Atrioventricular septal defect (atrioventricular canal defect) with communication at atrial level and restrictive communication at ventricular level (intermediate atrioventricular septal defect)
Diagnosis,IPCCC,060705,"Atrioventricular septal defect (AVSD) with ventricular imbalance with dominant right ventricle, hypoplastic left ventricle,"
Diagnosis,IPCCC,060706,"Atrioventricular septal defect (AVSD) with ventricular imbalancewith dominant left ventricle, hypoplastic right ventricle,"
Diagnosis,IPCCC,060726,Atrioventricular septal defect (AVSD) with ventricular imbalance
Diagnosis,IPCCC,060727,"Atrioventricular septal defect (AVSD) with balanced ventricles,"
Diagnosis,IPCCC,060728,Common atrioventricular junction with spontaneous fibrous closure of atrioventricular septal defect (AVSD)
Diagnosis,IPCCC,060736,Common atrioventricular valve with unbalanced commitment of valve to ventricles
Diagnosis,IPCCC,060737,Common atrioventricular valve with unbalanced commitment of valve to right ventricle
Diagnosis,IPCCC,060738,Common atrioventricular valve with unbalanced commitment of valve to left ventricle
Diagnosis,IPCCC,070001,Ventricular dyssynchrony
Diagnosis,IPCCC,070003,Acquired ventricular abnormality
Diagnosis,IPCCC,070100,Right ventricular abnormality
Diagnosis,IPCCC,070106,Parchment right ventricle (including Uhl anomaly)
Diagnosis,IPCCC,070107,Congenital right ventricular anomaly
Diagnosis,IPCCC,070110,Arrhythmogenic ventricular cardiomyopathy with right ventricular dominance
Diagnosis,IPCCC,070113,"Right ventricular myocardial sinusoids,"
Diagnosis,IPCCC,070114,Right ventricular aneurysm
Diagnosis,IPCCC,070200,Right ventricular hypoplasia
Diagnosis,IPCCC,070301,Double chambered right ventricle
Diagnosis,IPCCC,070501,Right ventricular outflow tract obstruction
Diagnosis,IPCCC,070520,Congenital right ventricular outflow tract obstruction
Diagnosis,IPCCC,070530,Subpulmonary stenosis
Diagnosis,IPCCC,070532,Congenital subpulmonary stenosis
Diagnosis,IPCCC,070600,Left ventricular abnormality
Diagnosis,IPCCC,070607,Congenital left ventricular anomaly
Diagnosis,IPCCC,070612,Left ventricular myocardial sinusoids
Diagnosis,IPCCC,070613,Left ventricular aneurysm
Diagnosis,IPCCC,070619,"Congenital left ventricular aneurysm or diverticulum,"
Diagnosis,IPCCC,070700,Left ventricular hypoplasia
Diagnosis,IPCCC,070841,Ventricular imbalance: dominant left ventricle + hypoplastic right ventricle
Diagnosis,IPCCC,070842,Ventricular imbalance: dominant right ventricle + hypoplastic left ventricle
Diagnosis,IPCCC,070850,Noncompaction cardiomyopathy
Diagnosis,IPCCC,070900,Subaortic stenosis
Diagnosis,IPCCC,070901,Left ventricular outflow tract obstruction
Diagnosis,IPCCC,070903,Subaortic stenosis due to fibromuscular shelf
Diagnosis,IPCCC,070908,"Left ventricular outflow tract obstruction due to atrioventricular valve,"
Diagnosis,IPCCC,070916,"Subaortic stenosis due to fibromuscular tunnel,"
Diagnosis,IPCCC,070928,Congenital left ventricular outflow tract obstruction
Diagnosis,IPCCC,070931,Aortic abnormality
Diagnosis,IPCCC,070934,Congenital anomaly of aorta and-or its branches
Diagnosis,IPCCC,070950,Congenital subaortic stenosis
Diagnosis,IPCCC,071000,Ventricular septal defect (VSD)
Diagnosis,IPCCC,071001,Perimembranous central ventricular septal defect (VSD)
Diagnosis,IPCCC,071002,Inlet perimembranous ventricular septal defect (VSD) without atrioventricular malalignment without a common atrioventricular junction
Diagnosis,IPCCC,071004,Outlet perimembranous ventricular septal defect (VSD) with anteriorly malaligned of outlet septum
Diagnosis,IPCCC,071012,Ventricular septal defect (VSD) with malaligned outlet septum
Diagnosis,IPCCC,071017,Outlet ventricular septal defect (VSD) with anteriorly malaligned outlet septum
Diagnosis,IPCCC,071018,Outlet ventricular septal defect (VSD) with posteriorly malaligned outlet septum
Diagnosis,IPCCC,071019,Outlet perimembranous ventricular septal defect (VSD) with posteriorly malaligned outlet septum
Diagnosis,IPCCC,071101,Trabecular muscular ventricular septal defect (VSD)
Diagnosis,IPCCC,071102,Inlet muscular ventricular septal defect (VSD)
Diagnosis,IPCCC,071103,Trabecular muscular ventricular septal defect (VSD) apical
Diagnosis,IPCCC,071104,Trabecular muscular ventricular septal defect (VSD) midseptal
Diagnosis,IPCCC,071105,Trabecular muscular ventricular septal defect (VSD)s multiple (Swiss cheese septum)
Diagnosis,IPCCC,071106,Outlet muscular ventricular septal defect (VSD) without malalignment
Diagnosis,IPCCC,071107,Trabecular muscular ventricular septal defect (VSD) anterosuperior
Diagnosis,IPCCC,071112,Trabecular muscular ventricular septal defect (VSD) postero-inferior
Diagnosis,IPCCC,071115,Outlet muscular ventricular septal defect (VSD) with anteriorly malaligned outlet septum
Diagnosis,IPCCC,071116,Outlet muscular ventricular septal defect (VSD) with posteriorly malaligned outlet septum
Diagnosis,IPCCC,071200,Outlet ventricular septal defect (VSD)
Diagnosis,IPCCC,071201,Doubly committed juxta-arterial ventricular septal defect (VSD) without malalignment
Diagnosis,IPCCC,071202,Doubly committed juxta-arterial ventricular septal defect (VSD) without malalignment and with muscular postero-inferior rim
Diagnosis,IPCCC,071203,Doubly committed juxta-arterial ventricular septal defect (VSD) without malalignment and with perimembranous extension
Diagnosis,IPCCC,071205,Doubly committed juxta-arterial ventricular septal defect (VSD) with anteriorly malaligned fibrous outlet septum and perimembranous extension
Diagnosis,IPCCC,071206,Doubly committed juxt-arterial ventricular septal defect (VSD) with posteriorly malaligned fibrous outlet septum and perimembranous extension
Diagnosis,IPCCC,071207,Doubly committed juxta-arterial ventricular septal defect (VSD) with anteriorly malaligned fibrous outlet septum and muscular postero-inferior rim
Diagnosis,IPCCC,071208,Doubly committed juxta-arterial ventricular septal defect (VSD) with posteriorly malaligned outlet septum and muscular postero-inferior rim
Diagnosis,IPCCC,071209,Outlet ventricular septal defect (VSD) without malalignment
Diagnosis,IPCCC,071212,Doubly committed juxta-arterial ventricular septal defect (VSD) with anteriorly malaligned fibrous outlet septum
Diagnosis,IPCCC,071213,Doubly committed juxta-arterial ventricular septal defect (VSD) with posteriorly malaligned fibrous outlet septum
Diagnosis,IPCCC,071402,"Communication between left ventricle and right atrium (Gerbode defect),"
Diagnosis,IPCCC,071405,Inlet ventricular septal defect (VSD)
Diagnosis,IPCCC,071406,"Inlet perimembranous ventricular septal defect (VSD) with atrioventricular septal malalignment and without common atrioventricular junction,"
Diagnosis,IPCCC,071407,"Restrictive interventricular communication when an interventricular shunt is physiologically necessary,"
Diagnosis,IPCCC,071501,Ventricular septal defect(s): haemodynamically insignificant
Diagnosis,IPCCC,071504,Multiple ventricular septal defect (VSD)s
Diagnosis,IPCCC,071505,Single ventricular septal defect (VSD)
Diagnosis,IPCCC,071601,Spontaneous closure of ventricular septal defect (VSD)
Diagnosis,IPCCC,072000,Ventricular septal abnormality
Diagnosis,IPCCC,072001,Aneurysm of membranous septum
Diagnosis,IPCCC,072004,"Congenital anomaly of ventricular septum,"
Diagnosis,IPCCC,072100,Intact ventricular septum
Diagnosis,IPCCC,090101,Common arterial trunk (truncus arteriosus)
Diagnosis,IPCCC,090111,"Common arterial trunk (truncus arteriosus) with aortic dominance and one pulmonary artery absent from trunk, isolated pulmonary artery,"
Diagnosis,IPCCC,090112,"Common arterial trunk (truncus arteriosus) with pulmonary dominance and aortic arch obstruction,"
Diagnosis,IPCCC,090114,"Common arterial trunk (truncus arteriosus) with aortic dominance and both pulmonary arteries arising from trunk,"
Diagnosis,IPCCC,090115,Common arterial trunk (truncus arteriosus) with aortic dominance (no aortic arch obstruction)
Diagnosis,IPCCC,090118,"Common arterial trunk (truncus arteriosus) with pulmonary dominance and interrupted aortic arch,"
Diagnosis,IPCCC,090119,"Common arterial trunk (truncus arteriosus) with pulmonary dominance and aortic coarctation,"
Diagnosis,IPCCC,090200,Truncal valvar abnormality
Diagnosis,IPCCC,090201,"Dysplasia of truncal valve,"
Diagnosis,IPCCC,090203,Truncal valvar regurgitation
Diagnosis,IPCCC,090218,"Congenital truncal valvar stenosis,"
Diagnosis,IPCCC,090219,"Congenital truncal valvar regurgitation,"
Diagnosis,IPCCC,090401,Aortopulmonary window
Diagnosis,IPCCC,090407,"Congenital aortopulmonary window,"
Diagnosis,IPCCC,090428,Congenital anomaly of great arteries including arterial duct
Diagnosis,IPCCC,090429,"Congenital anomaly of ventriculo-arterial valve(s) and-or adjacent regions,"
Diagnosis,IPCCC,090500,Pulmonary valvar abnormality
Diagnosis,IPCCC,090501,Pulmonary valvar stenosis
Diagnosis,IPCCC,090504,Congenital pulmonary valvar stenosis
Diagnosis,IPCCC,090505,"Pulmonary 'annular' hypoplasia,"
Diagnosis,IPCCC,090511,Pulmonary atresia
Diagnosis,IPCCC,090512,Pulmonary atresia: imperforate valve
Diagnosis,IPCCC,090515,Pulmonary valvar atresia: acquired
Diagnosis,IPCCC,090516,"Congenital pulmonary atresia,"
Diagnosis,IPCCC,090522,Congenital pulmonary regurgitation
Diagnosis,IPCCC,090524,"Dysplasia of pulmonary valve,"
Diagnosis,IPCCC,090525,Tetralogy of Fallot with absent pulmonary valve syndrome
Diagnosis,IPCCC,090529,"Congenital anomaly of pulmonary valve,"
Diagnosis,IPCCC,090532,"Bicuspid pulmonary valve,"
Diagnosis,IPCCC,090591,Pulmonary regurgitation
Diagnosis,IPCCC,090592,Pulmonary stenosis
Diagnosis,IPCCC,090700,Pulmonary trunk (MPA) abnormality
Diagnosis,IPCCC,090705,"Absent or atretic pulmonary trunk (main pulmonary artery),"
Diagnosis,IPCCC,090711,Pulmonary trunk hypoplasia
Diagnosis,IPCCC,090713,Supravalvar pulmonary trunk stenosis
Diagnosis,IPCCC,090715,"Congenital supravalvar pulmonary stenosis,"
Diagnosis,IPCCC,090716,"Congenital anomaly of pulmonary arterial tree,"
Diagnosis,IPCCC,090719,"Congenital pulmonary trunk (main pulmonary artery) anomaly,"
Diagnosis,IPCCC,090720,"Congenital pulmonary trunk hypoplasia,"
Diagnosis,IPCCC,090726,Solitary arterial trunk (absent intrapericardial pulmonary arteries)
Diagnosis,IPCCC,090801,Major systemic-to-pulmonary collateral artery(ies) (MAPCA(s))
Diagnosis,IPCCC,090818,"Systemic-to-pulmonary collateral artery(ies),"
Diagnosis,IPCCC,090902,"Right pulmonary artery from arterial duct,"
Diagnosis,IPCCC,090903,"Right pulmonary artery from ascending aorta,"
Diagnosis,IPCCC,090904,"Left pulmonary artery from arterial duct,"
Diagnosis,IPCCC,090905,"Left pulmonary artery from ascending aorta,"
Diagnosis,IPCCC,090906,Anomalous origin of left pulmonary artery from right pulmonary artery (pulmonary arterial sling)
Diagnosis,IPCCC,090908,Pulmonary artery origin from ascending aorta (hemitruncus)
Diagnosis,IPCCC,090911,"Pulmonary artery from arterial duct,"
Diagnosis,IPCCC,091000,Pulmonary arterial abnormality
Diagnosis,IPCCC,091001,Pulmonary arterial stenosis
Diagnosis,IPCCC,091006,Peripheral pulmonary arterial stenoses or hypoplasia: at-beyond hilar bifurcation
Diagnosis,IPCCC,091007,Central pulmonary arterial stenosis or hypoplasia: proximal to hilar bifurcation
Diagnosis,IPCCC,091010,Discontinuous (non-confluent) right and left pulmonary arteries
Diagnosis,IPCCC,091011,Pulmonary arterial hypoplasia
Diagnosis,IPCCC,091025,Right pulmonary arterial stenosis
Diagnosis,IPCCC,091026,Left pulmonary arterial stenosis
Diagnosis,IPCCC,091027,Congenital pulmonary arterial branch stenosis
Diagnosis,IPCCC,091028,Congenital right pulmonary arterial stenosis
Diagnosis,IPCCC,091029,Congenital left pulmonary arterial stenosis
Diagnosis,IPCCC,091030,"Congenitally discontinuous, non-confluent right and left pulmonary arteries"
Diagnosis,IPCCC,091036,Congenital dilation of pulmonary arterial tree
Diagnosis,IPCCC,091037,Congenital central pulmonary arterial stenosis or hypoplasia proximal to hilar bifurcation
Diagnosis,IPCCC,091038,Congenital peripheral pulmonary arterial stenoses or hypoplasia at or beyond hilar bifurcation
Diagnosis,IPCCC,091041,Congenital pulmonary arterial branch anomaly
Diagnosis,IPCCC,091044,Pulmonary arterial aneurysm
Diagnosis,IPCCC,091071,Congenital pulmonary arterial hypoplasia
Diagnosis,IPCCC,091072,Congenital right pulmonary artery hypoplasia
Diagnosis,IPCCC,091073,Congenital left pulmonary artery hypoplasia
Diagnosis,IPCCC,091075,Absent or atretic right pulmonary artery
Diagnosis,IPCCC,091077,Absent or atretic left pulmonary artery
Diagnosis,IPCCC,091500,Aortic valvar abnormality
Diagnosis,IPCCC,091501,Congenital aortic valvar stenosis
Diagnosis,IPCCC,091503,Aortic atresia
Diagnosis,IPCCC,091506,Aortic valvar atresia
Diagnosis,IPCCC,091507,Congenital aortic regurgitation
Diagnosis,IPCCC,091509,Dysplasia of aortic valve
Diagnosis,IPCCC,091512,Eccentric opening of tricuspid aortic valve
Diagnosis,IPCCC,091513,Aortic valvar stenosis
Diagnosis,IPCCC,091517,Aortic 'annular' hypoplasia
Diagnosis,IPCCC,091519,Congenital anomaly of aortic valve
Diagnosis,IPCCC,091521,"Unicuspid aortic valve,"
Diagnosis,IPCCC,091522,Bicuspid aortic valve
Diagnosis,IPCCC,091530,Aortic valvar prolapse
Diagnosis,IPCCC,091591,Aortic regurgitation
Diagnosis,IPCCC,091592,Aortic stenosis
Diagnosis,IPCCC,091600,Supravalvar aortic stenosis
Diagnosis,IPCCC,091602,Hypoplasia of ascending aorta
Diagnosis,IPCCC,091605,Ascending aorta dilation associated with Marfan syndrome
Diagnosis,IPCCC,091606,Congenital anomaly of ascending aorta
Diagnosis,IPCCC,091609,Ascending aorta dilation
Diagnosis,IPCCC,091610,Ascending aorta abnormality
Diagnosis,IPCCC,091613,Aortic root dilation
Diagnosis,IPCCC,091618,Congenital supravalvar aortic stenosis
Diagnosis,IPCCC,091619,Congenital ascending aorta dilation or aneurysm
Diagnosis,IPCCC,091701,Aortoventricular tunnel
Diagnosis,IPCCC,091702,Aorto - left ventricular tunnel
Diagnosis,IPCCC,091801,Aneurysm of aortic sinus of Valsalva
Diagnosis,IPCCC,091803,"Ruptured aneurysm of aortic sinus of Valsalva,"
Diagnosis,IPCCC,091901,Arteriovenous fistula (malformation)
Diagnosis,IPCCC,091905,Pulmonary arteriovenous fistula (malformation)
Diagnosis,IPCCC,092020,Distal systemic arterial abnormality
Diagnosis,IPCCC,092025,Systemic-to-pulmonary collateral arter(ies) (MAPCA(s)) stenosis(es)
Diagnosis,IPCCC,092700,Arterial duct (ductus arteriosus) abnormality
Diagnosis,IPCCC,092705,"Congenital arterial duct (ductus arteriosus) anomaly,"
Diagnosis,IPCCC,092721,Patent arterial duct (PDA)
Diagnosis,IPCCC,092800,Aortic arch abnormality
Diagnosis,IPCCC,092806,"Cervical aortic arch,"
Diagnosis,IPCCC,092809,Double aortic arch
Diagnosis,IPCCC,092810,"Congenital anomaly of aortic arch,"
Diagnosis,IPCCC,092815,Right aortic arch
Diagnosis,IPCCC,092816,Descending aorta dilation
Diagnosis,IPCCC,092822,"Left aortic arch,"
Diagnosis,IPCCC,092847,"Congenital anomaly of descending thoracic and-or abdominal aorta,"
Diagnosis,IPCCC,092901,Coarctation of aorta
Diagnosis,IPCCC,092911,Aortic arch hypoplasia
Diagnosis,IPCCC,092916,Descending-abdominal aorta hypoplasia (middle aortic syndrome)
Diagnosis,IPCCC,092931,Interrupted aortic arch
Diagnosis,IPCCC,092932,"Interrupted aortic arch distal to subclavian artery, type A,"
Diagnosis,IPCCC,092933,"Interrupted aortic arch between subclavian & common carotid arteries, type B,"
Diagnosis,IPCCC,092934,"Interrupted aortic arch between carotid arteries, type C,"
Diagnosis,IPCCC,092944,"Descending thoracic or abdominal aortic coarctation,"
Diagnosis,IPCCC,093000,Aortic arch branch abnormality
Diagnosis,IPCCC,093002,Aberrant origin right subclavian artery
Diagnosis,IPCCC,093004,Aberrant origin left subclavian artery
Diagnosis,IPCCC,093016,"Isolation of an aortic arch branch,"
Diagnosis,IPCCC,093017,"Congenital anomaly of aortic arch branch,"
